Tabela 6957 - Produção, Valor da produção, Venda, Valor da venda e Área colhida da lavoura temporária nos estabelecimentos agropecuários, por tipologia, produtos da lavoura temporária, condição do produtor em relação às terras e grupos de atividade econômica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Ano x Tipologia x Variável x Grupos de atividade econômica x Condição do produtor em relação às terras x Produtos da lavoura temporária;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Área colhida nas lavouras temporárias (Hectares);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;Abacaxi;Abóbora, moranga, jerimum;Algodão herbáceo;Alho;Amendoim em casca;Arroz em casca;Aveia branca em grão;Batata-inglesa;Cana-de-açúcar;Cebola;Centeio em grão;Cevada em casca;Colza (canola);Ervilha em grão;Fava em grão;Feijão preto em grão;Feijão de cor em grão;Feijão fradinho em grão;Feijão verde;Fumo em folha seca;Gergelim (semente);Girassol (semente);Juta (fibra);Linho (fibra);Malva (fibra);Mamona;Mandioca (aipim, macaxeira);Melancia;Melão;Milho em grão;Rami (fibra);Soja em grão;Sorgo em grão;Sorgo vassoura;Tomate rasteiro (industrial);Trigo em grão;Trigo preto em grão;Triticale em grão;Forrageiras para corte;Cana forrageira;Milho forrageiro;Palma forrageira;Sorgo forrageiro;Outros produtos;Sementes de algodão (produzidas para plantio);Sementes de arroz (produzidas para plantio);Sementes de feijão (produzidas para plantio);Sementes de milho (produzidas para plantio);Sementes de soja (produzidas para plantio);Sementes de trigo (produzidas para plantio);Sementes de forrageiras (produzidas para plantio);Sementes de batata-inglesa (produzidas para plantio);Toletes de cana-de-açúcar (produzidas para plantio);Sementes e outras formas de propagação de outros produtos (produzidas para plantio)
1200450;Senador Guiomard (AC);1977;14;2;-;-;1;7;-;-;4;-;-;-;-;-;-;X;1;5;X;-;-;-;-;-;-;-;115;96;-;1699;-;-;-;-;-;-;-;-;-;-;X;-;-;X;-;-;-;-;-;-;-;-;-;-
1200500;Sena Madureira (AC);2244;3;6;-;-;X;188;-;-;3;-;-;-;-;-;-;-;98;76;9;16;-;-;-;-;-;-;395;11;-;1438;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-
1200609;Tarauacá (AC);3373;23;7;X;-;2;91;-;-;14;-;-;-;-;-;-;X;18;7;4;X;-;-;-;-;-;-;1284;34;-;1886;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-
1200708;Xapuri (AC);2383;9;35;-;-;1;523;-;-;5;-;-;-;-;-;-;4;102;312;24;0;X;-;-;-;-;-;207;44;X;1118;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1200807;Porto Acre (AC);1142;20;7;-;-;X;37;-;-;0;-;-;-;-;-;-;-;X;26;-;-;-;-;-;-;-;-;177;41;-;832;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1300029;Alvarães (AM);1285;14;14;-;-;-;-;-;-;7;-;-;-;-;-;-;-;4;X;X;-;-;-;-;-;-;-;1096;56;2;89;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1300060;Amaturá (AM);197;21;2;-;-;-;-;-;-;4;-;-;-;-;-;-;-;X;1;X;-;-;-;-;-;-;-;154;6;3;6;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
1300086;Anamã (AM);581;2;21;-;-;-;-;-;-;X;-;-;-;-;-;-;X;2;X;2;-;-;-;-;-;175;-;341;19;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1300102;Anori (AM);752;2;12;-;-;-;-;-;-;2;-;-;-;-;-;-;-;10;2;3;-;-;-;-;-;249;-;423;25;1;17;-;-;-;-;-;-;-;-;-;X;3;-;-;X;-;-;-;-;-;-;-;-;-;-
1300144;Apuí (AM);408;15;19;-;-;X;6;-;-;9;-;-;-;-;-;-;X;2;0;X;-;-;-;-;-;-;-;214;26;-;111;-;-;-;-;-;-;-;-;-;X;-;-;-;X;-;-;-;X;-;-;-;-;-;-
1300201;Atalaia do Norte (AM);384;21;1;-;-;X;X;-;-;10;-;-;-;-;-;-;-;-;-;2;X;-;-;-;-;-;-;300;4;X;46;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-
1300300;Autazes (AM);1337;22;5;X;-;-;-;-;-;3;-;-;-;-;-;-;X;3;1;2;-;-;-;-;-;-;-;1264;19;-;9;-;-;-;-;X;-;-;-;-;-;X;-;-;6;-;-;-;-;-;-;-;-;-;-
1300409;Barcelos (AM);1380;98;25;-;-;-;-;-;3;204;X;-;-;-;-;-;-;-;-;1;X;-;-;-;-;-;-;1033;15;-;1;-;-;-;-;X;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
1300508;Barreirinha (AM);1254;19;27;-;-;-;X;-;-;13;-;-;-;-;-;X;-;-;2;X;-;-;-;-;-;-;-;1076;30;X;50;-;-;-;-;-;-;-;-;X;-;-;-;-;33;-;-;-;-;-;-;X;-;-;-
1300607;Benjamin Constant (AM);1115;78;7;-;-;-;5;-;-;24;-;-;-;-;-;-;X;17;X;14;-;-;-;-;-;-;-;791;73;2;96;-;-;-;-;2;-;-;-;-;X;-;-;-;2;-;-;-;-;-;-;-;-;-;-
1300631;Beruri (AM);721;7;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;5;1;-;-;-;-;-;52;-;622;13;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1300680;Boa Vista do Ramos (AM);650;14;17;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;X;5;-;-;-;-;-;-;-;551;51;1;10;-;-;-;-;-;-;-;-;X;X;X;-;-;X;-;-;-;-;-;-;-;-;-;-
1300706;Boca do Acre (AM);4242;29;32;-;-;0;143;-;-;39;-;-;-;-;-;-;-;9;57;74;-;-;-;-;-;-;-;2309;120;2;1423;-;-;-;-;-;-;-;-;-;X;3;-;-;1;-;-;X;X;-;-;-;-;-;-
1300805;Borba (AM);1445;54;40;X;-;-;-;-;-;17;0;-;-;-;-;-;X;5;2;3;-;X;-;-;-;-;X;1229;65;4;20;-;-;-;-;-;-;-;-;-;X;X;-;-;2;-;-;X;X;-;-;-;-;-;-
1300839;Caapiranga (AM);205;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;183;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-
1300904;Canutama (AM);732;38;19;-;-;-;4;-;-;11;-;-;-;-;-;-;-;7;12;X;-;-;-;-;-;-;-;537;60;5;38;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;X;-;-;-;-;-;-
1301001;Carauari (AM);1878;54;43;-;-;-;X;-;-;3;-;-;-;-;-;-;-;X;25;-;-;X;-;-;-;-;-;1587;59;6;95;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-
1301100;Careiro (AM);1295;45;15;-;-;-;X;-;-;8;-;-;-;-;-;-;X;4;4;2;-;-;-;-;-;-;-;1159;22;-;21;-;-;-;-;-;-;-;-;-;-;2;-;-;10;-;-;X;X;-;-;-;-;-;X
1301159;Careiro da Várzea (AM);694;78;85;-;-;-;-;-;-;1;-;-;-;-;-;-;-;6;24;7;-;X;-;-;-;-;-;325;111;4;53;-;-;-;-;X;-;-;-;-;-;0;-;-;0;-;-;-;-;-;-;-;-;-;-
1301209;Coari (AM);2115;57;60;-;-;-;-;-;-;6;-;-;-;-;-;-;-;X;5;4;-;-;-;X;-;214;-;1578;92;4;84;-;-;-;-;3;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-
1301308;Codajás (AM);1070;38;43;-;-;-;-;-;-;5;-;-;-;-;-;-;-;X;3;11;-;-;-;11;-;149;-;621;155;15;19;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;X
1301407;Eirunepé (AM);1181;56;36;-;-;-;3;-;-;68;-;-;-;-;-;-;-;20;3;28;X;X;-;-;-;-;-;744;91;7;123;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-
1301506;Envira (AM);1250;57;23;-;-;-;47;-;-;22;-;-;-;-;-;-;X;3;25;2;3;X;-;-;-;-;-;633;79;4;340;-;-;-;-;-;-;-;-;-;X;-;-;-;X;-;-;-;X;-;-;-;-;-;-
1301605;Fonte Boa (AM);324;3;9;-;-;-;X;-;-;1;-;-;-;-;-;-;-;0;X;2;X;-;-;-;-;-;-;272;23;2;10;-;-;-;-;X;-;-;-;-;-;X;-;-;X;-;-;-;-;-;-;-;-;-;-
1301654;Guajará (AM);910;X;2;-;-;X;35;-;-;9;-;-;-;-;-;-;-;X;8;4;-;-;-;-;-;-;-;794;13;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1301704;Humaitá (AM);723;20;7;-;-;X;7;-;X;6;-;-;-;-;-;-;-;10;1;3;X;-;-;-;-;-;-;346;29;5;60;-;X;-;-;-;-;-;-;X;X;X;-;-;X;-;-;-;-;-;-;-;-;-;-
1301803;Ipixuna (AM);1192;13;10;-;-;-;37;-;-;X;-;-;-;-;-;-;X;10;11;11;-;-;-;-;-;-;-;830;29;-;231;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1301852;Iranduba (AM);919;35;101;-;-;-;-;-;-;2;-;-;-;-;-;-;X;11;32;15;-;-;-;-;-;8;-;501;131;2;36;-;-;-;-;X;-;-;-;X;-;2;-;-;10;-;-;-;-;-;-;-;-;-;X
1301902;Itacoatiara (AM);2195;714;25;-;-;X;X;-;-;5;X;-;-;-;-;X;X;4;9;6;-;-;-;X;-;5;X;1217;97;3;76;-;-;-;-;X;-;-;-;X;X;1;-;-;25;-;-;X;X;-;-;-;-;-;-
1301951;Itamarati (AM);734;10;12;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;603;41;X;39;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-
1302009;Itapiranga (AM);149;3;0;-;-;-;-;-;-;X;-;-;-;-;-;-;-;X;-;0;-;-;-;-;-;-;-;129;8;-;6;-;-;-;-;-;-;-;-;-;-;X;-;-;X;-;-;-;-;-;-;-;-;-;-
1302108;Japurá (AM);118;4;X;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;105;3;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-
1302207;Juruá (AM);786;41;29;-;-;-;-;-;-;15;-;-;-;-;-;-;-;X;7;X;-;-;-;-;-;-;-;646;25;-;21;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
1302306;Jutaí (AM);1404;77;27;-;-;-;-;-;-;129;X;-;-;-;-;-;-;1;2;19;-;-;-;-;-;-;-;924;96;5;114;-;-;-;-;X;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-
1302405;Lábrea (AM);1534;39;73;0;-;X;18;-;-;19;-;-;-;-;-;-;X;68;46;14;0;-;-;-;-;-;-;903;99;13;214;-;-;-;-;X;-;-;-;-;-;10;-;-;19;-;-;-;-;-;-;-;-;-;-
1302504;Manacapuru (AM);2720;12;70;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;4;32;-;-;-;14;-;1103;-;1354;58;1;54;-;-;-;-;X;-;-;-;-;-;3;-;-;12;-;-;-;X;-;-;-;-;-;-
1302553;Manaquiri (AM);1104;29;83;-;-;X;-;-;-;7;-;-;-;-;-;-;X;X;1;2;-;-;-;-;-;10;-;883;41;-;43;-;-;-;-;-;-;-;-;-;-;X;-;-;3;-;-;-;-;-;-;-;-;-;X
1302603;Manaus (AM);691;29;43;-;X;-;0;-;-;7;-;-;-;-;-;-;-;5;2;2;-;-;-;-;-;-;-;563;26;-;6;-;-;-;-;X;-;-;-;X;-;X;-;-;8;-;X;-;-;-;-;-;-;X;-
1302702;Manicoré (AM);1857;23;49;X;-;X;2;-;-;4;-;-;-;-;-;-;-;2;3;2;4;-;-;-;-;-;-;1437;189;1;125;-;-;-;-;-;-;-;-;-;1;X;-;-;14;-;-;-;-;-;-;-;-;-;-
1302801;Maraã (AM);500;12;3;-;-;-;-;-;0;1;X;-;-;-;-;-;-;2;0;X;-;-;-;-;-;-;-;454;18;-;8;-;-;-;-;X;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1302900;Maués (AM);1611;75;12;-;-;-;-;-;X;7;-;-;-;-;-;-;-;2;8;2;-;-;-;-;-;-;-;1410;40;-;22;-;-;-;-;X;-;-;-;X;-;2;-;-;26;-;-;-;-;-;-;-;-;-;-
1303007;Nhamundá (AM);1111;36;32;-;-;-;-;-;-;9;-;-;-;-;-;X;-;X;1;1;-;-;-;-;-;X;-;926;81;1;19;-;-;-;-;X;-;-;-;-;X;-;-;-;2;-;-;-;-;-;-;-;-;-;-
1303106;Nova Olinda do Norte (AM);882;26;16;-;-;-;X;-;-;7;-;-;-;-;-;-;X;7;1;0;-;0;-;-;-;-;-;792;18;0;7;-;-;-;-;X;-;-;-;-;-;6;-;-;1;-;-;-;-;-;-;-;-;-;-
1303205;Novo Airão (AM);269;1;X;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;264;X;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;X;-;-;-;-;-;-;-;-;-;-
1303304;Novo Aripuanã (AM);716;4;46;-;-;-;X;-;-;2;X;-;-;-;-;-;-;1;X;X;-;-;-;-;-;-;-;568;52;X;34;-;-;-;-;-;-;-;-;-;-;6;-;-;X;-;-;-;-;-;-;-;-;-;-
1303403;Parintins (AM);2443;34;83;-;-;-;X;-;-;9;X;-;-;-;-;2;-;4;15;4;-;-;-;-;-;40;-;1915;223;12;74;-;-;-;-;X;-;-;-;-;-;X;-;-;12;-;-;-;-;-;-;-;-;-;-
1303502;Pauini (AM);939;5;9;-;-;-;-;-;-;X;-;-;-;-;-;-;-;42;56;23;-;-;-;-;-;-;-;669;65;1;68;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
1303536;Presidente Figueiredo (AM);4743;43;47;-;-;-;3;-;-;3522;X;-;-;-;-;-;X;1;8;10;-;X;-;-;-;-;-;939;80;X;66;-;-;-;-;0;-;-;-;X;-;X;-;-;22;-;-;-;-;-;-;-;-;-;-
1303569;Rio Preto da Eva (AM);555;10;31;-;-;-;X;-;-;7;-;-;-;-;-;-;-;-;2;3;-;-;-;-;-;-;-;386;108;-;2;-;-;-;-;-;-;-;-;-;X;-;-;-;4;-;-;-;-;-;-;-;-;-;-
1303601;Santa Isabel do Rio Negro (AM);98;5;0;X;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;92;0;-;0;-;-;-;-;-;-;-;-;-;X;-;-;-;X;-;-;-;-;-;-;-;-;-;-
1303700;Santo Antônio do Içá (AM);298;37;4;-;-;-;X;-;-;9;X;-;-;-;-;-;-;0;0;3;-;-;-;-;-;-;-;228;12;0;3;-;-;-;-;0;-;-;-;-;X;-;-;-;0;-;-;-;-;-;-;-;-;-;-
1303809;São Gabriel da Cachoeira (AM);511;72;5;0;-;X;X;-;X;39;X;-;-;-;-;-;-;-;X;0;0;-;-;-;-;-;-;360;7;X;2;-;-;-;-;-;-;-;-;-;-;-;-;-;27;X;-;-;X;-;-;-;-;0;0
1303908;São Paulo de Olivença (AM);345;57;8;-;-;-;X;-;-;19;X;-;-;-;-;-;X;-;1;8;-;-;-;-;-;-;-;191;31;9;13;-;-;-;-;X;-;-;-;-;3;3;-;-;2;-;-;-;-;-;-;-;-;-;-
1303957;São Sebastião do Uatumã (AM);373;8;4;-;-;-;X;-;-;1;-;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;-;338;15;X;2;-;-;-;-;-;-;-;-;-;X;-;-;-;0;-;-;-;-;-;-;-;-;-;-
1304005;Silves (AM);428;8;7;-;-;-;-;-;X;1;-;-;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;401;4;-;3;-;-;-;-;X;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-
1304062;Tabatinga (AM);541;47;1;-;-;X;X;-;-;5;-;-;-;-;-;-;X;6;3;1;-;-;-;-;-;-;-;427;30;1;13;-;-;-;-;-;-;-;-;-;0;-;-;-;6;-;-;-;X;-;-;-;-;-;-
1304104;Tapauá (AM);724;48;21;-;-;X;X;-;-;21;-;-;-;-;-;-;-;3;2;3;0;-;-;-;-;-;0;549;27;-;47;-;-;-;-;-;-;-;-;-;1;0;-;-;0;-;-;-;-;-;-;-;-;-;-
1304203;Tefé (AM);2129;81;4;-;-;-;-;-;-;3;-;-;-;-;-;-;-;X;4;X;-;-;-;-;-;-;-;1987;39;1;8;-;-;-;-;-;-;-;-;-;X;X;-;-;X;-;-;-;-;-;-;-;-;-;-
1304237;Tonantins (AM);159;12;0;-;-;-;-;-;-;0;-;-;-;-;-;-;-;X;-;X;-;-;-;-;-;-;-;142;4;0;1;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1304260;Uarini (AM);1355;4;6;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;1311;25;X;X;-;-;-;-;X;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-
1304302;Urucará (AM);600;8;12;-;-;-;X;-;-;7;-;-;-;-;-;-;-;4;9;X;-;-;-;-;X;-;-;477;60;3;18;-;-;-;-;X;-;-;-;-;-;X;-;-;X;-;-;-;-;-;-;-;-;-;-
1304401;Urucurituba (AM);218;2;8;-;-;-;-;-;-;0;-;-;-;-;-;-;-;X;1;X;-;-;-;-;-;-;-;174;24;X;7;-;-;-;-;X;-;-;-;-;X;X;-;-;0;-;-;-;-;-;-;-;-;-;-
1400027;Amajari (RR);2844;10;8;-;-;0;554;-;0;12;X;-;-;-;-;-;-;10;1;0;1;-;-;-;-;-;-;169;6;X;65;-;-;-;-;-;-;-;-;-;2;5;-;-;X;-;-;-;-;-;-;-;-;-;-
1400050;Alto Alegre (RR);17834;5;49;751;-;-;6;-;X;74;-;-;-;-;-;-;-;202;3292;21;218;-;-;-;-;-;-;389;37;X;366;-;12045;X;-;X;-;-;-;-;1;X;-;-;256;-;-;-;-;-;-;-;-;-;-
1400100;Boa Vista (RR);7017;2;54;-;-;X;X;-;21;3;-;-;-;-;-;-;-;8;141;216;-;-;-;-;-;-;-;221;189;25;190;-;5429;X;-;X;-;-;-;X;0;1;-;-;201;-;-;-;-;X;-;-;-;-;-
1400159;Bonfim (RR);17368;3;69;-;-;3;4097;-;X;14;1;-;-;-;-;-;-;11;11;70;-;-;-;-;-;-;-;580;482;25;2951;-;9024;-;-;-;-;-;-;-;X;X;-;-;22;X;X;X;X;-;-;-;-;-;X
1400175;Cantá (RR);1867;99;51;-;-;2;104;-;1;36;-;-;-;-;-;-;-;X;6;54;-;X;-;-;-;-;X;692;66;1;345;-;X;-;-;X;-;-;-;-;X;4;-;-;3;X;-;-;-;-;-;-;-;-;-
1400209;Caracaraí (RR);1350;5;20;-;-;-;54;-;0;7;-;-;-;-;-;-;-;5;6;11;0;-;-;-;-;-;-;841;28;X;336;-;X;-;-;X;-;-;-;X;-;3;-;-;0;-;-;-;-;-;-;-;-;-;-
1400233;Caroebe (RR);253;2;3;-;-;-;32;-;2;3;-;-;-;-;-;-;-;X;X;6;-;-;-;-;-;-;-;120;12;X;68;-;-;-;-;-;-;-;-;-;X;X;-;-;X;-;-;-;-;-;-;-;-;-;-
1400282;Iracema (RR);2050;5;7;-;-;X;10;-;X;2;-;-;-;-;-;X;-;-;10;10;0;-;-;-;-;-;-;333;5;-;321;-;1344;-;-;X;-;-;-;-;-;X;-;-;X;-;-;-;-;-;-;-;-;-;-
1400308;Mucajaí (RR);1580;3;23;-;-;8;16;-;X;1;-;-;-;-;-;-;-;X;1;22;X;X;-;-;-;-;-;269;19;X;396;-;780;-;-;-;-;-;-;-;X;39;-;-;X;-;-;-;-;-;-;-;-;-;-
1400407;Normandia (RR);1796;0;15;-;-;-;1160;-;0;2;X;-;-;-;-;-;-;4;5;10;-;-;-;-;-;-;-;398;150;-;53;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
1400456;Pacaraima (RR);591;12;11;-;-;-;8;-;9;17;-;-;-;-;-;-;-;X;X;13;-;-;-;-;-;-;-;450;14;-;55;-;-;-;-;X;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-
1400472;Rorainópolis (RR);1241;11;22;-;-;2;74;-;6;49;X;-;-;-;-;X;-;15;29;23;-;-;-;-;-;-;-;638;50;X;315;-;-;-;-;-;-;-;-;-;X;X;-;-;1;-;-;-;-;-;-;-;-;-;-
1400506;São João da Baliza (RR);109;6;4;-;-;-;11;-;X;2;-;-;-;-;-;-;-;X;X;7;-;-;-;-;-;-;-;42;10;-;27;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
1400605;São Luiz (RR);89;-;2;-;-;X;14;-;X;X;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;34;4;-;25;-;-;-;-;-;-;-;-;-;-;X;-;-;X;-;-;-;-;-;-;-;-;-;-
1400704;Uiramutã (RR);489;1;10;0;-;0;12;-;22;9;0;-;-;-;-;X;X;17;23;3;-;-;-;-;-;-;-;318;7;X;62;-;-;-;-;-;-;-;-;-;0;2;-;-;1;-;-;-;-;-;-;-;-;-;-
1500107;Abaetetuba (PA);1853;5;4;-;-;-;14;-;-;19;-;-;-;-;-;-;1;X;9;11;-;2;-;-;-;-;-;1734;8;-;30;-;-;-;-;X;-;-;-;-;-;8;-;-;6;-;-;-;-;-;-;-;-;-;-
1500131;Abel Figueiredo (PA);263;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;X;-;X;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1500206;Acará (PA);8016;6;7;-;-;X;97;-;-;6;-;-;-;-;-;-;X;X;9;13;-;-;-;-;-;-;-;7535;11;3;308;-;-;-;-;-;-;-;-;-;-;10;-;-;7;-;-;-;-;-;-;-;-;-;-
1500305;Afuá (PA);284;5;13;-;-;-;1;-;-;31;-;-;-;-;-;-;0;3;1;4;-;0;-;-;-;-;-;45;132;0;47;-;-;-;-;X;-;-;-;-;X;0;-;-;1;-;-;-;-;-;-;-;-;-;-
1500347;Água Azul do Norte (PA);2260;X;3;-;-;1;X;-;-;6;-;-;-;-;-;-;-;-;3;2;-;-;-;-;-;-;-;86;15;-;1874;-;X;-;-;-;-;-;-;-;1;4;-;-;1;-;-;-;-;-;-;-;-;-;-
1500404;Alenquer (PA);6013;23;177;X;-;-;39;-;-;X;-;-;-;-;-;-;9;49;57;27;-;-;-;-;-;X;-;4454;162;X;995;-;-;-;-;-;-;-;-;-;-;13;-;-;X;-;-;-;X;-;-;-;-;-;-
1500503;Almeirim (PA);744;7;5;-;-;0;6;-;X;1;X;-;-;-;-;-;-;X;5;-;-;-;-;-;-;-;-;665;14;-;36;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-
1500602;Altamira (PA);17307;14;21;-;-;-;4649;-;-;64;-;-;-;-;-;-;-;20;28;16;-;-;-;-;-;-;-;1038;36;X;4423;-;6856;-;-;X;-;-;-;-;X;16;-;-;114;-;-;-;X;-;-;-;-;-;-
1500701;Anajás (PA);1351;3;1;-;-;-;X;-;X;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1239;64;X;34;-;-;-;-;-;-;-;-;-;-;3;-;-;X;-;-;-;-;-;-;-;-;-;-
1500800;Ananindeua (PA);18;0;X;-;-;-;X;-;-;-;-;-;-;-;-;-;-;X;X;-;-;X;-;-;-;-;-;16;X;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1500859;Anapu (PA);2141;7;5;-;-;X;520;-;-;2;-;-;-;-;-;X;-;33;81;25;-;-;-;-;-;-;-;265;18;-;1175;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
1500909;Augusto Corrêa (PA);3015;2;2;-;-;-;6;-;-;2;-;-;-;-;-;-;X;5;652;5;-;X;-;-;-;X;-;1926;2;-;401;-;-;-;-;X;-;-;-;X;X;8;-;-;X;-;-;X;X;-;-;-;-;-;-
1500958;Aurora do Pará (PA);2226;5;6;X;-;-;23;-;X;-;X;-;-;-;-;-;X;31;69;33;-;-;-;-;-;0;-;1288;13;-;734;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-
1501006;Aveiro (PA);1647;54;25;X;-;X;140;-;X;5;-;-;-;-;-;-;-;4;66;33;-;-;-;-;-;-;-;918;52;0;318;-;-;-;X;X;-;-;-;-;X;-;-;-;22;-;-;X;X;-;-;-;-;-;-
1501105;Bagre (PA);250;2;X;-;-;-;X;-;-;X;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;244;X;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-
1501204;Baião (PA);6326;8;30;-;-;-;730;-;-;0;-;-;-;-;-;-;4;7;2;258;-;X;-;-;-;-;-;3812;26;-;1431;-;-;-;-;-;-;-;-;-;-;X;-;-;8;-;-;-;9;-;-;-;-;-;-
1501253;Bannach (PA);99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
1501303;Barcarena (PA);702;16;8;-;-;X;8;-;-;1;-;-;-;-;-;X;1;1;2;1;-;1;-;-;-;-;-;602;9;-;30;-;-;-;-;-;-;-;-;-;-;16;-;-;4;-;-;-;-;-;-;-;-;-;-
1501402;Belém (PA);68;X;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;65;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1501451;Belterra (PA);10026;2;1;-;-;-;163;-;-;10;-;-;-;-;-;-;-;2;2;1;-;X;-;-;-;-;-;246;7;-;3529;-;5661;-;-;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-
