Tabela 6957 - Produção, Valor da produção, Venda, Valor da venda e Área colhida da lavoura temporária nos estabelecimentos agropecuários, por tipologia, produtos da lavoura temporária, condição do produtor em relação às terras e grupos de atividade econômica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Ano x Tipologia x Variável x Grupos de atividade econômica x Condição do produtor em relação às terras x Produtos da lavoura temporária;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Área colhida nas lavouras temporárias (Hectares);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cód.;Brasil e Município;Total;Abacaxi;Abóbora, moranga, jerimum;Algodão herbáceo;Alho;Amendoim em casca;Arroz em casca;Aveia branca em grão;Batata-inglesa;Cana-de-açúcar;Cebola;Centeio em grão;Cevada em casca;Colza (canola);Ervilha em grão;Fava em grão;Feijão preto em grão;Feijão de cor em grão;Feijão fradinho em grão;Feijão verde;Fumo em folha seca;Gergelim (semente);Girassol (semente);Juta (fibra);Linho (fibra);Malva (fibra);Mamona;Mandioca (aipim, macaxeira);Melancia;Melão;Milho em grão;Rami (fibra);Soja em grão;Sorgo em grão;Sorgo vassoura;Tomate rasteiro (industrial);Trigo em grão;Trigo preto em grão;Triticale em grão;Forrageiras para corte;Cana forrageira;Milho forrageiro;Palma forrageira;Sorgo forrageiro;Outros produtos;Sementes de algodão (produzidas para plantio);Sementes de arroz (produzidas para plantio);Sementes de feijão (produzidas para plantio);Sementes de milho (produzidas para plantio);Sementes de soja (produzidas para plantio);Sementes de trigo (produzidas para plantio);Sementes de forrageiras (produzidas para plantio);Sementes de batata-inglesa (produzidas para plantio);Toletes de cana-de-açúcar (produzidas para plantio);Sementes e outras formas de propagação de outros produtos (produzidas para plantio)
4321469;Tio Hugo (RS);6226;-;-;-;-;-;-;130;X;-;-;-;X;-;-;-;16;-;-;-;-;-;-;-;-;-;-;3;X;-;173;-;5199;-;-;-;593;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;-;-
4321477;Tiradentes do Sul (RS);13391;0;1;-;0;6;X;26;2;70;0;-;-;-;-;-;19;X;-;-;73;-;X;-;-;-;-;323;3;0;3723;-;5141;X;-;-;2211;-;-;20;9;1723;-;6;X;-;-;-;-;-;-;-;-;-;-
4321493;Toropi (RS);4871;-;3;-;X;X;232;-;X;5;X;-;-;-;-;-;89;-;-;-;666;-;-;-;-;-;-;79;1;X;1097;-;2265;X;-;-;X;-;-;-;23;290;-;-;-;-;-;-;-;-;-;-;-;-;97
4321501;Torres (RS);3093;X;5;-;-;X;2783;8;X;4;X;-;-;-;-;-;11;X;-;X;9;-;-;-;-;-;-;49;X;X;76;-;-;-;-;-;-;-;-;5;19;111;-;X;7;-;-;-;-;-;-;-;-;-;-
4321600;Tramandaí (RS);541;-;2;-;-;X;X;-;-;1;X;-;-;-;-;-;X;-;-;X;-;-;-;-;-;-;-;15;6;X;15;-;-;-;-;-;-;-;-;X;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-
4321626;Travesseiro (RS);1487;X;1;-;0;0;X;X;0;61;1;-;-;-;-;-;17;1;X;-;5;-;-;-;-;-;-;54;0;0;162;-;176;-;-;-;X;-;-;-;5;997;-;X;-;-;-;-;X;-;-;-;-;-;-
4321634;Três Arroios (RS);6313;X;8;-;0;1;-;-;0;X;1;-;X;-;X;-;6;-;-;-;33;-;-;-;-;-;-;9;1;1;1663;-;3629;-;-;-;589;-;-;X;X;331;-;20;-;-;-;-;-;-;-;-;-;-;-
4321667;Três Cachoeiras (RS);594;12;2;-;X;1;383;-;X;33;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;40;-;-;39;-;-;-;-;-;-;-;-;9;41;8;-;-;4;-;-;-;-;-;-;-;-;-;-
4321709;Três Coroas (RS);616;-;6;-;0;0;0;-;19;31;8;-;-;-;X;-;61;4;-;-;-;-;-;-;-;-;-;104;1;1;326;-;X;-;-;0;-;-;-;-;26;27;-;-;X;-;-;-;-;-;-;-;-;-;-
4321808;Três de Maio (RS);38905;0;9;-;0;4;X;1322;1;27;1;X;-;X;0;-;32;2;X;X;38;-;-;-;-;-;-;154;6;4;5777;X;18992;-;10;-;10020;-;9;106;3;1906;-;16;445;-;-;-;-;X;6;-;-;-;-
4321832;Três Forquilhas (RS);485;3;34;-;0;1;X;-;X;18;1;-;-;-;3;-;39;2;-;1;-;-;-;-;-;-;-;155;-;-;146;-;-;-;-;-;-;-;-;-;80;X;-;-;X;-;-;X;-;-;-;-;-;-;-
4321857;Três Palmeiras (RS);13051;-;11;-;0;2;X;838;0;7;1;-;186;275;-;-;185;X;-;-;-;-;-;-;-;-;-;33;3;0;1625;-;6584;-;X;X;2084;-;-;-;1;1108;-;X;73;-;-;-;-;-;-;-;-;-;-
4321907;Três Passos (RS);13478;0;6;-;0;5;0;13;7;29;0;X;-;-;-;-;20;0;0;-;310;-;-;-;-;-;-;262;12;4;3217;-;5058;-;X;-;2809;-;X;X;X;1693;-;X;11;-;-;-;X;2;12;X;-;-;X
4321956;Trindade do Sul (RS);17660;-;6;-;X;4;2;213;1;12;0;X;402;598;-;-;398;X;-;-;31;-;X;-;-;-;-;49;0;0;2472;-;9752;X;-;-;2909;-;-;-;3;488;-;13;X;-;-;-;-;-;-;-;-;-;171
4322004;Triunfo (RS);11712;-;40;-;0;0;7627;X;X;37;2;-;-;-;-;X;27;0;-;0;-;-;-;-;-;-;-;411;720;3;973;-;800;-;-;1;-;-;-;-;181;859;-;-;30;-;-;-;-;-;-;-;-;-;-
4322103;Tucunduva (RS);20471;0;7;-;0;5;X;89;0;11;0;-;-;X;-;-;10;X;0;-;10;-;-;-;-;-;-;25;3;1;4380;-;10495;-;-;-;3523;-;-;12;X;377;-;-;1420;-;-;-;-;X;-;-;-;-;27
4322152;Tunas (RS);8306;X;36;-;1;5;X;243;3;2;4;-;-;-;X;-;229;4;-;-;1030;-;-;-;-;-;-;80;7;3;1204;-;5111;-;-;-;270;-;-;-;X;62;-;X;9;-;-;-;-;-;-;X;-;-;-
4322186;Tupanci do Sul (RS);9138;-;3;-;X;1;-;368;X;-;1;-;220;X;X;-;35;3;-;X;-;-;-;-;-;-;-;3;X;-;411;-;6770;-;-;-;753;-;-;72;-;449;-;5;X;-;-;-;-;-;-;-;-;-;-
4322202;Tupanciretã (RS);174579;-;28;-;1;3;X;10613;1;7;3;-;X;1086;X;-;105;1;X;X;32;-;-;-;-;-;-;87;4;2;5013;-;139581;X;-;0;10743;-;-;193;X;490;-;X;3638;-;-;X;X;X;X;-;-;-;-
4322251;Tupandi (RS);637;-;5;-;-;-;X;-;-;10;X;-;-;-;-;-;6;1;-;-;1;-;-;-;-;-;-;29;X;-;83;-;X;-;X;-;-;-;-;X;-;500;-;-;-;-;-;-;-;-;-;-;-;-;-
4322301;Tuparendi (RS);21971;-;5;-;0;6;X;265;1;10;0;-;X;104;0;-;4;0;X;-;7;-;-;-;-;-;-;67;4;4;4006;-;11605;X;-;-;3509;-;-;68;1;1829;-;39;413;-;-;-;-;-;-;-;-;-;X
4322327;Turuçu (RS);6399;-;25;-;X;-;1524;-;1;-;4;-;-;-;X;-;5;-;-;-;621;-;-;-;-;-;-;0;-;-;514;-;3503;-;-;-;-;-;-;-;-;177;-;-;X;-;-;-;X;X;-;-;-;-;-
4322343;Ubiretama (RS);11408;-;6;-;0;4;-;158;0;19;0;-;-;43;-;-;8;-;-;-;-;-;-;-;-;-;-;49;2;0;671;-;5278;X;-;-;2882;-;28;88;9;2029;-;3;X;-;-;-;-;8;X;113;-;-;-
4322350;União da Serra (RS);5187;-;3;-;0;2;X;-;0;X;4;-;X;X;0;X;4;X;-;X;7;-;-;-;-;-;-;9;1;0;1829;-;2421;-;-;X;79;-;-;-;-;774;-;16;-;-;-;-;-;-;-;-;-;-;-
4322376;Unistalda (RS);10588;-;6;-;-;6;-;1304;-;9;X;-;-;-;-;-;13;X;-;-;X;-;-;-;-;-;-;71;3;X;329;-;7720;-;-;X;X;-;-;-;-;X;-;-;X;-;-;-;-;X;-;-;-;-;-
4322400;Uruguaiana (RS);89774;-;10;-;-;-;87211;X;X;X;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;15;11;11;22;-;1011;-;-;-;-;-;-;X;-;-;-;-;501;-;590;-;-;-;-;X;-;-;X
4322509;Vacaria (RS);60203;-;13;-;96;5;-;732;124;-;22;X;X;-;-;-;1060;1957;X;-;-;-;-;-;-;-;-;5;2;-;12351;-;35391;-;-;X;6397;-;-;-;-;X;-;-;X;-;-;-;X;X;-;-;-;-;-
4322525;Vale Verde (RS);10469;-;-;-;X;-;1101;X;-;X;X;-;-;X;-;-;3;-;-;-;549;-;-;-;-;-;-;6;-;-;715;-;7267;-;-;-;X;-;-;-;X;160;-;-;X;-;-;-;-;-;-;-;-;-;-
4322533;Vale do Sol (RS);11495;0;12;-;1;2;1051;-;11;116;1;-;-;-;X;-;126;3;0;0;4929;-;-;-;-;-;-;202;0;0;2924;-;781;-;X;-;-;-;-;16;2;1312;-;-;X;-;-;X;X;-;-;-;X;-;-
4322541;Vale Real (RS);173;-;-;-;-;1;-;-;1;6;1;-;-;-;-;-;2;2;X;-;-;-;-;-;-;-;-;28;-;-;87;-;-;-;-;-;-;-;-;-;X;43;-;-;X;-;-;-;-;-;-;-;-;-;-
4322558;Vanini (RS);3208;-;-;-;-;-;-;-;-;-;X;-;-;-;-;-;1;X;-;-;170;-;-;-;-;-;-;X;-;-;721;-;2048;-;-;-;-;-;-;X;-;231;-;28;-;-;-;-;-;-;-;-;-;-;-
4322608;Venâncio Aires (RS);24481;0;60;-;2;7;1372;-;20;146;2;-;-;-;0;0;187;7;0;0;7445;-;X;-;-;-;-;1307;3;0;6723;-;2922;-;X;-;243;-;-;11;30;3964;-;X;3;-;-;-;-;-;-;-;-;-;14
4322707;Vera Cruz (RS);8972;0;4;-;0;1;911;-;6;184;1;-;-;-;0;-;85;0;-;X;3350;-;-;-;-;-;-;264;1;0;2564;-;845;-;6;-;-;-;-;X;12;730;-;-;2;-;X;-;-;-;-;-;-;-;X
4322806;Veranópolis (RS);2893;X;6;-;0;0;-;X;1;14;13;-;X;-;0;0;13;2;-;0;-;X;-;-;-;X;X;13;0;0;1021;X;940;-;-;X;X;-;-;29;20;761;-;-;23;-;-;X;X;-;-;-;X;X;X
4322855;Vespasiano Corrêa (RS);4681;0;7;-;0;3;1;-;1;12;2;-;-;-;-;X;10;X;-;-;54;-;-;-;-;-;-;13;2;1;670;-;2113;-;-;-;22;-;-;83;X;1633;-;24;X;-;-;X;0;2;-;29;X;-;X
4322905;Viadutos (RS);11704;-;9;-;0;1;X;X;1;0;0;-;148;-;-;-;55;X;-;X;20;-;-;-;-;-;-;6;1;1;2934;-;7009;-;-;X;1013;-;-;X;0;481;-;10;X;-;-;-;-;-;-;-;-;-;-
4323002;Viamão (RS);23748;2;35;-;0;2;21831;26;6;189;2;-;-;-;X;X;27;2;1;1;-;-;-;-;-;-;-;333;65;11;311;-;394;-;-;-;-;-;-;31;29;444;-;-;8;-;-;-;-;-;-;-;-;-;-
4323101;Vicente Dutra (RS);9605;X;3;-;X;2;1;-;X;38;1;-;-;-;-;-;1144;-;-;-;757;-;-;-;-;-;-;147;1;X;3099;-;2958;-;X;-;793;-;-;-;-;171;-;-;485;-;-;-;-;-;-;-;-;-;-
4323200;Victor Graeff (RS);31659;-;6;-;0;1;X;2198;0;1;0;-;2187;78;-;-;83;X;-;-;-;-;-;-;-;-;-;13;2;0;1664;-;19386;152;-;-;4221;-;-;93;-;1272;-;278;X;-;-;-;-;-;-;-;-;-;-
4323309;Vila Flores (RS);2229;-;X;-;X;-;-;X;X;-;1;-;-;X;-;-;X;1;-;-;-;-;-;-;-;-;-;0;-;-;578;-;941;X;-;-;123;-;-;X;-;529;-;X;-;-;-;-;-;-;-;-;-;-;-
4323358;Vila Lângaro (RS);12661;-;0;-;-;1;-;753;0;-;0;-;810;X;X;-;3;X;-;X;X;-;-;-;-;-;-;1;2;X;1254;-;8530;-;-;-;836;-;-;X;-;301;-;4;122;-;-;-;-;X;-;-;-;-;-
4323408;Vila Maria (RS);13591;-;X;-;-;-;-;872;-;-;-;5;177;265;-;-;-;-;-;-;7;-;-;-;-;-;-;X;-;X;1567;-;7856;-;-;-;1691;-;-;X;-;1139;-;-;X;-;-;-;-;-;-;-;-;-;-
4323457;Vila Nova do Sul (RS);9821;-;1;-;-;0;146;X;X;-;0;-;-;-;-;-;17;X;-;X;-;-;-;-;-;-;-;43;1;X;253;-;9309;-;-;X;X;-;-;-;X;20;-;-;X;-;-;-;-;-;-;-;-;-;-
4323507;Vista Alegre (RS);4283;-;2;-;0;2;1;X;0;10;0;-;-;-;-;-;28;-;-;-;196;-;-;-;-;-;-;44;X;-;1310;-;870;-;-;-;487;-;-;-;X;1288;-;-;X;-;-;-;-;-;-;-;-;-;-
4323606;Vista Alegre do Prata (RS);2784;X;9;-;0;3;-;X;1;2;2;-;-;-;0;-;7;1;0;2;X;-;-;-;-;-;-;7;3;1;849;-;1291;-;-;-;-;-;-;31;1;545;-;7;X;-;-;-;-;-;-;-;-;-;-
4323705;Vista Gaúcha (RS);5265;0;5;-;0;3;1;45;1;26;0;-;-;-;-;-;27;X;-;X;25;-;-;-;-;-;-;75;4;0;2189;-;1903;-;-;-;453;-;-;-;X;504;-;-;X;-;-;-;-;-;-;-;-;-;-
4323754;Vitória das Missões (RS);15004;-;12;-;1;8;17;224;0;18;1;-;-;-;X;-;36;X;-;-;-;-;-;-;-;-;-;204;2;0;2518;-;8632;-;-;-;3097;-;8;-;X;76;-;X;X;-;-;-;-;-;-;-;-;-;-
4323770;Westfália (RS);1537;-;X;-;0;X;-;X;0;8;1;-;-;-;-;-;1;X;-;-;-;-;-;-;-;-;-;3;X;X;137;-;47;-;X;-;X;-;-;X;-;1316;-;-;X;-;-;-;-;-;-;-;-;-;-
4323804;Xangri-lá (RS);X;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5000203;Água Clara (MS);2947;X;X;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;20;-;2444;-;-;-;-;-;-;-;X;X;-;-;X;-;-;-;-;-;-;-;-;-;-
5000252;Alcinópolis (MS);12427;X;-;X;-;-;-;-;-;21;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;22;X;-;2810;-;7539;X;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-
5000609;Amambai (MS);100575;9;14;-;-;1;-;832;2;1303;X;-;-;-;-;-;12;5;6;-;-;-;-;-;-;-;-;769;8;X;36445;-;60217;-;-;-;-;-;-;-;66;24;-;X;7;-;-;-;-;-;-;X;-;-;-
5000708;Anastácio (MS);9113;1;6;-;-;-;X;-;-;3;-;-;-;-;-;-;-;156;5;X;-;-;X;-;-;-;-;94;2;3;3680;-;4810;-;-;-;X;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5000807;Anaurilândia (MS);18121;X;4;-;-;-;-;-;X;485;-;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;-;871;-;-;4822;-;10977;X;-;-;-;-;-;X;35;17;-;X;52;-;-;-;-;-;-;X;-;-;-
5000856;Angélica (MS);46871;-;2;-;-;X;-;-;-;40309;-;-;-;-;-;-;-;3;X;-;-;-;-;-;-;-;-;225;X;-;X;-;3256;-;-;-;-;-;-;-;221;X;-;-;-;-;-;-;-;-;-;-;-;-;-
5000906;Antônio João (MS);53034;1;1;-;X;X;-;X;X;1;X;-;-;-;-;-;6;X;1;-;-;-;-;-;-;-;-;78;X;-;21476;-;30778;-;-;X;480;-;-;-;1;-;-;-;-;-;-;-;-;-;-;X;-;-;-
5001003;Aparecida do Taboado (MS);25398;X;30;-;-;-;-;-;-;24531;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;X;-;194;-;X;-;-;X;-;-;-;X;288;87;-;96;2;-;-;-;-;-;-;-;-;-;-
5001102;Aquidauana (MS);597;51;14;X;-;X;X;-;X;23;-;-;-;-;-;-;4;11;15;8;-;-;-;-;-;-;-;258;11;1;31;-;X;-;-;X;-;-;-;-;16;X;-;-;2;-;-;-;-;-;-;X;-;-;-
5001243;Aral Moreira (MS);195811;15;11;X;-;4;133;1432;1;493;-;-;-;-;X;-;16;210;5;X;-;-;-;-;-;-;-;103;8;1;81790;-;108769;X;-;X;2482;-;-;-;1;X;-;-;-;-;-;-;-;-;-;-;-;-;-
5001508;Bandeirantes (MS);83138;4;8;-;-;X;-;-;-;20;-;-;-;-;-;-;-;216;3;-;-;-;-;-;-;-;-;81;4;-;25776;-;56438;X;-;X;-;-;-;X;17;144;-;X;X;-;-;-;-;-;-;-;-;-;-
5001904;Bataguassu (MS);9218;-;2;-;-;X;-;-;-;6;X;-;-;-;-;-;-;18;X;-;-;-;-;-;-;-;-;102;14;X;4169;-;4901;-;-;X;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5002001;Batayporã (MS);36309;-;5;-;-;-;-;X;-;X;-;-;-;-;-;-;-;450;13;-;-;-;-;-;-;-;-;404;-;-;12738;-;16593;-;-;-;-;-;-;-;-;X;-;X;1;-;-;-;-;-;-;-;-;-;-
5002100;Bela Vista (MS);34874;5;20;-;-;2;4;X;1;53;-;-;-;-;-;-;2;5;34;X;-;-;-;-;-;-;-;751;18;1;11457;-;21811;-;-;X;X;-;-;X;9;-;-;X;X;-;-;-;-;-;-;-;-;-;-
5002159;Bodoquena (MS);9121;5;20;-;-;2;X;X;X;43;-;-;-;-;-;-;5;45;11;-;-;-;-;-;-;-;-;156;9;X;3876;-;4587;-;-;X;-;-;-;-;12;-;-;-;X;-;-;-;-;-;-;-;-;-;-
5002209;Bonito (MS);79978;X;2;-;-;X;-;1480;-;9;-;-;-;-;-;-;X;1350;X;X;-;-;-;-;-;-;-;168;X;X;33444;-;43329;-;-;X;-;-;-;-;6;X;-;-;-;-;-;-;-;-;-;-;-;-;-
5002308;Brasilândia (MS);7481;2;13;-;-;-;-;-;-;3564;-;-;-;-;-;-;-;-;4;X;-;X;-;-;-;-;-;29;12;X;602;-;3053;-;-;-;-;-;-;X;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
5002407;Caarapó (MS);175722;5;2;-;-;-;4;X;-;15357;-;-;-;-;-;-;X;416;-;-;-;-;-;-;-;-;-;891;6;-;77766;-;81043;-;-;X;-;-;-;X;X;138;-;-;-;-;-;-;-;-;-;-;-;-;-
5002605;Camapuã (MS);22002;1;0;-;-;-;X;-;-;46;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;55;X;-;3588;-;15340;-;-;-;-;-;-;-;9;492;-;X;10;-;-;-;-;X;-;1573;-;-;X
5002704;Campo Grande (MS);82171;46;32;-;-;X;-;-;-;1880;X;-;-;-;-;-;X;213;7;X;-;-;-;-;-;-;-;418;12;-;32623;-;45269;X;-;X;-;-;-;9;16;345;-;X;201;-;-;-;-;-;-;569;-;-;-
5002803;Caracol (MS);3491;X;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70;-;-;1700;-;X;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5002902;Cassilândia (MS);10570;X;-;-;-;-;-;-;-;11;X;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;-;23;X;-;2061;-;6638;X;-;-;-;-;-;X;29;99;-;X;-;-;-;-;-;-;-;X;-;-;-
5002951;Chapadão do Sul (MS);160713;-;X;9669;-;-;-;-;-;26186;-;-;-;-;-;-;-;X;-;-;-;-;X;-;-;-;-;7;X;-;36993;-;74069;7497;-;X;-;-;-;-;X;-;-;-;X;-;-;-;-;-;-;3604;-;X;-
5003108;Corguinho (MS);917;X;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;X;-;X;-;X;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
5003157;Coronel Sapucaia (MS);28051;5;18;-;X;3;0;X;8;10;X;-;-;-;-;-;26;X;0;-;-;-;-;-;-;-;-;137;14;-;8506;-;19229;-;-;-;X;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5003207;Corumbá (MS);3830;0;122;-;-;-;-;-;1;64;X;-;-;-;X;-;11;15;17;X;-;-;-;-;-;-;-;313;35;12;1429;-;965;X;-;3;-;-;-;-;10;X;-;568;X;-;-;X;X;-;-;-;-;-;-
5003256;Costa Rica (MS);216098;X;X;19685;-;X;X;-;-;50167;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;50;-;-;40976;-;71573;X;-;-;-;-;-;-;X;16;-;-;-;-;-;-;-;-;-;X;-;X;-
5003306;Coxim (MS);18331;14;5;-;-;X;X;-;1;22;-;-;-;-;-;X;X;1;2;X;-;-;-;-;-;-;-;132;5;-;6520;-;10350;-;-;-;-;-;-;-;42;21;-;-;-;-;-;-;-;-;-;X;-;-;-
5003454;Deodápolis (MS);23562;X;1;-;-;X;551;-;X;3082;-;-;-;-;-;-;-;X;13;X;-;-;-;-;-;-;-;705;X;X;7834;-;10295;-;-;X;-;-;-;-;297;X;-;-;-;-;-;-;-;-;-;-;-;X;-
5003488;Dois Irmãos do Buriti (MS);9252;12;13;X;-;-;X;-;-;-;-;-;-;-;-;-;-;-;5;2;-;-;-;-;-;-;-;148;5;X;3315;-;5659;-;-;-;-;-;-;-;X;4;-;-;-;-;-;-;-;-;-;-;-;-;-
5003504;Douradina (MS);32194;0;2;-;-;-;542;-;-;285;-;-;-;-;-;-;-;X;4;-;-;-;-;-;-;-;-;33;X;-;15526;-;15801;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5003702;Dourados (MS);343456;3;26;-;-;4;2021;131;X;39006;0;-;-;-;X;-;-;X;3;1;-;X;X;-;-;-;-;289;6;-;138995;-;161267;X;9;X;1106;-;-;123;11;125;-;-;28;-;X;-;X;X;X;X;-;X;X
5003751;Eldorado (MS);40806;11;13;-;-;X;-;X;-;X;-;-;-;-;-;-;X;X;4;-;-;-;-;-;-;-;-;1681;652;X;12301;-;16645;-;-;-;-;-;-;-;-;X;-;X;X;-;-;-;-;-;-;-;-;-;-
5003801;Fátima do Sul (MS);23038;-;1;-;-;X;162;-;-;X;-;-;-;-;-;-;X;28;3;-;-;-;-;-;-;-;-;190;X;X;10206;-;10687;-;-;-;-;-;-;-;-;7;-;-;-;-;X;-;-;-;-;-;-;-;-
5003900;Figueirão (MS);4327;2;X;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;X;-;X;-;1650;-;-;-;-;-;-;X;161;17;-;X;X;-;-;-;-;-;-;1550;-;-;-
5004007;Glória de Dourados (MS);3179;X;X;-;-;-;-;-;-;637;-;-;-;-;-;-;X;X;X;X;-;-;-;-;-;-;-;304;X;-;1002;-;1134;-;-;X;-;-;-;-;18;29;-;-;-;-;-;-;-;X;-;-;-;-;-
5004106;Guia Lopes da Laguna (MS);23210;2;4;-;-;-;-;-;X;21;-;-;-;-;-;-;X;1;X;-;-;-;-;-;-;-;-;210;8;X;10894;-;12027;-;-;-;-;-;-;X;4;X;-;X;X;-;-;-;-;-;-;-;-;-;-
5004304;Iguatemi (MS);25334;X;6;-;-;X;-;-;X;2948;-;-;-;-;-;-;-;X;2;-;-;-;-;-;-;-;-;1279;X;X;4409;-;16479;-;-;-;-;-;-;X;3;X;-;-;X;-;-;-;-;-;-;-;-;-;-
5004403;Inocência (MS);602;X;X;-;-;X;X;-;-;113;-;-;-;-;-;-;X;-;X;-;-;-;-;-;-;-;-;4;-;-;305;-;X;-;-;-;-;-;-;-;54;X;-;-;-;-;-;-;-;-;-;-;-;-;-
5004502;Itaporã (MS);144935;X;7;-;-;X;253;X;-;1885;-;-;-;-;X;-;-;X;3;-;-;-;-;-;-;-;-;139;-;-;69462;-;72631;-;-;X;X;-;-;-;-;X;-;-;-;-;-;-;-;X;-;-;-;-;-
5004601;Itaquiraí (MS);84543;11;25;-;0;7;X;57;X;4712;1;-;-;-;-;-;149;136;10;51;-;-;-;-;-;-;-;3532;19;0;31801;-;43629;22;X;0;-;-;-;13;50;289;-;14;5;-;-;-;X;-;-;-;-;-;-
5004700;Ivinhema (MS);72144;3;2;-;X;4;-;-;-;48751;X;-;-;-;-;-;-;X;2;1;-;-;-;-;-;-;-;2578;12;-;8196;-;12311;-;X;X;-;-;-;X;X;5;-;X;10;-;-;-;-;X;-;-;-;-;-
5004809;Japorã (MS);3851;1;3;-;-;X;6;-;0;3;-;-;-;-;-;-;1;6;0;X;-;-;-;-;-;-;-;896;X;X;1226;-;1647;-;-;-;-;-;-;-;4;56;-;-;X;-;-;-;-;-;-;-;-;-;-
5004908;Jaraguari (MS);17875;10;16;-;-;X;-;-;X;38;X;-;-;-;-;-;-;203;6;X;-;-;-;-;-;-;-;440;20;X;5577;-;11306;X;-;1;-;-;-;X;16;88;-;-;X;-;-;-;-;-;-;-;-;-;-
5005004;Jardim (MS);25809;2;7;-;-;X;-;X;X;7;-;-;-;-;-;-;X;3;1;X;-;-;-;-;-;-;-;194;6;X;11238;-;13944;-;-;-;-;-;-;X;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5005103;Jateí (MS);47304;X;-;-;-;-;-;X;-;19727;-;-;-;-;-;-;-;X;X;-;-;-;-;-;-;-;-;153;X;-;10228;-;16199;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5005152;Juti (MS);48172;X;X;-;-;1;-;-;X;13077;-;-;-;-;-;-;-;X;-;X;-;-;-;-;-;-;-;534;21;-;14932;-;19572;-;-;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-
5005202;Ladário (MS);57;-;14;-;-;-;-;-;-;4;X;-;-;-;-;-;-;-;X;X;-;-;-;-;-;-;X;25;7;1;X;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
5005251;Laguna Carapã (MS);203333;1;5;-;-;-;X;4024;X;8275;-;-;-;-;-;-;209;X;X;X;-;-;-;-;-;-;-;60;X;-;77977;-;105951;-;-;X;3854;-;-;X;X;-;-;X;112;-;-;-;-;-;-;-;-;-;X
5005400;Maracaju (MS);512450;5;10;-;X;2;180;2210;1;23963;X;-;-;-;-;-;101;185;X;-;-;-;-;-;-;-;-;64;2;X;234682;-;246695;-;-;-;1601;-;-;-;X;-;-;X;-;-;-;-;-;-;-;-;-;X;-
5005608;Miranda (MS);21131;4;17;-;-;-;5300;-;-;107;X;-;-;-;-;-;X;36;48;2;-;X;-;-;-;-;-;430;26;2;3793;-;10760;-;-;0;-;-;-;-;X;5;-;X;-;-;-;-;-;-;-;-;-;-;-
